site_no,station_nm,latitude,longitude,state_cd,county_cd,huc_cd,huc_code,huc_region,drainage_area,site_type,active,basin,is_huc17,has_discharge
14362000,"APPLEGATE RIVER NEAR COPPER, OR",42.0637361,-123.1114358,OR,029,17100309,17,1710,225.0,ST,Yes,Pacific Northwest,True,True
14362250,"STAR GULCH NEAR RUCH, OR",42.15401355,-123.075323,OR,029,17100309,17,1710,16.0,ST,Yes,Pacific Northwest,True,True
14363000,"APPLEGATE RIVER NEAR RUCH, OR",42.1720694,-123.0483773,OR,029,17100309,17,1710,302.0,ST,Yes,Pacific Northwest,True,True
14365400,"LITTLE APPLEGATE RIVER NEAR BUNCOM, OR",42.1781813,-123.0030974,OR,029,17100309,17,1710,108.0,ST,Yes,Pacific Northwest,True,True
14366000,"APPLEGATE RIVER NEAR APPLEGATE, OR",42.2415113,-123.1400485,OR,029,17100309,17,1710,483.0,ST,Yes,Pacific Northwest,True,True
14368500,"POWELL CREEK NEAR WILLIAMS, OREG.",42.26650816,-123.2956114,OR,033,17100309,17,1710,8.6,ST,Yes,Pacific Northwest,True,True
14369500,"APPLEGATE RIVER NEAR WILDERVILLE, OR",42.3540058,-123.4067276,OR,033,17100309,17,1710,698.0,ST,Yes,Pacific Northwest,True,True
14370000,"SLATE CREEK AT WONDER, OREG.",42.3609482,-123.5206206,OR,033,17100309,17,1710,31.4,ST,Yes,Pacific Northwest,True,True
14371500,"GRAVE CREEK AT PEASE BRIDGE,NEAR PLACER,OREG.",42.6415096,-123.2122809,OR,029,17100310,17,1710,22.1,ST,Yes,Pacific Northwest,True,True
14372000,"GRAVE CREEK NEAR PLACER, OREG.",42.62761836,-123.34284,OR,033,17100310,17,1710,45.6,ST,Yes,Pacific Northwest,True,True
14372300,"ROGUE RIVER NEAR AGNESS, OR",42.59277778,-124.062,OR,015,17100310,17,1710,3939.0,ST,Yes,Pacific Northwest,True,True
14372500,"E F ILLINOIS RIVER NEAR TAKILMA,OREG.",42.06928109,-123.6261778,OR,033,17100311,17,1710,42.3,ST,Yes,Pacific Northwest,True,True
14373500,"ALTHOUSE CREEK NEAR HOLLAND,OREG.",42.09983838,-123.5261744,OR,033,17100311,17,1710,24.3,ST,Yes,Pacific Northwest,True,True
14375000,"SUCKER CREEK NEAR HOLLAND, OREG.",42.1498391,-123.4678393,OR,033,17100311,17,1710,76.2,ST,Yes,Pacific Northwest,True,True
14375100,"SUCKER CREEK BLW LITTLE GRAYBACK CK, NR HOLLAND,OR",42.15956105,-123.4789509,OR,033,17100311,17,1710,83.9,ST,Yes,Pacific Northwest,True,True
14375400,"ELK CREEK NEAR OBRIEN,OREG.",42.0315013,-123.7378483,OR,033,17100311,17,1710,26.6,ST,Yes,Pacific Northwest,True,True
14375500,"W FK ILLINOIS R BL ROCK CR NR OBRIEN,OREG.",42.0387233,-123.7484043,OR,033,17100311,17,1710,42.4,ST,Yes,Pacific Northwest,True,True
14376500,"W FK ILLINOIS R NR OBRIEN,OREG.",42.06372377,-123.7178477,OR,033,17100311,17,1710,48.6,ST,Yes,Pacific Northwest,True,True
14377000,"ILLINOIS RIVER AT KERBY, OREG.",42.19705748,-123.6567352,OR,033,17100311,17,1710,364.0,ST,Yes,Pacific Northwest,True,True
14377100,"ILLINOIS RIVER NEAR KERBY, OR",42.23177936,-123.66368,OR,033,17100311,17,1710,380.0,ST,Yes,Pacific Northwest,True,True
14377500,"DEER CREEK NEAR DRYDEN, OREG.",42.26372745,-123.4511729,OR,033,17100311,17,1710,22.0,ST,Yes,Pacific Northwest,True,True
14378000,"ILLINOIS R NR SELMA, OREG.",42.3789994,-123.812298,OR,033,17100311,17,1710,665.0,ST,Yes,Pacific Northwest,True,True
14378200,"ILLINOIS RIVER NEAR AGNESS, OR",42.54487778,-124.0519139,OR,015,17100311,17,1710,988.0,ST,Yes,Pacific Northwest,True,True
14400000,"CHETCO RIVER NEAR BROOKINGS, OR",42.12344278,-124.1873107,OR,015,17100312,17,1710,271.0,ST,Yes,Pacific Northwest,True,True
420425122361700,HIGHWAY RUNOFF SITE NR I5 AND OLD HWY 99,42.0735833,-122.6046667,OR,029,17100308,17,1710,0.3,ST,Yes,Pacific Northwest,True,True
420437122352700,UNNAMED TRIB TO WBR CARTER CREEK 5000 FT BLW I5,42.07706944,-122.5907889,OR,029,17100308,17,1710,,ST,Yes,Pacific Northwest,True,True
420606122361200,WALL CREEK AT RR BLW I5,42.1017,-122.6033167,OR,029,17100308,17,1710,,ST,Yes,Pacific Northwest,True,True
420650122364400,SLIDE CREEK AT RR BLW I5,42.11381667,-122.6122306,OR,029,17100308,17,1710,,ST,Yes,Pacific Northwest,True,True
420657122371500,BARRON CREEK AT OLD LOGGING RD BLW I5,42.1157972,-122.6209194,OR,029,17100308,17,1710,,ST,Yes,Pacific Northwest,True,True
420709122371000,BARRON CREEK AT RR BLW I5,42.11906944,-122.6193167,OR,029,17100308,17,1710,,ST,Yes,Pacific Northwest,True,True
420715122371300,SF UNNAMED TRIB TO EMIGRANT LK AT RR BLW I5,42.1208472,-122.6204139,OR,029,17100308,17,1710,,ST,Yes,Pacific Northwest,True,True
420813122380700,NEIL CREEK BLW I5,42.13705278,-122.6353,OR,029,17100308,17,1710,,ST,Yes,Pacific Northwest,True,True
420827122380600,NEIL CREEK AT RR BLW I5,42.1407833,-122.6349,OR,029,17100308,17,1710,,ST,Yes,Pacific Northwest,True,True
420842122380600,NEIL CREEK AT NEIL CREEK ROAD,42.14496667,-122.6350139,OR,029,17100308,17,1710,,ST,Yes,Pacific Northwest,True,True
420906122375900,"NEIL CREEK AT REITEN DR, NEAR ASHLAND",42.15169444,-122.633,OR,029,17100308,17,1710,,ST,Yes,Pacific Northwest,True,True
423815118453900,DONNER UND BLITZEN ABOVE INDIAN CREEK,42.637425,-118.7607722,OR,025,17120003,17,1712,60.8,ST,Yes,Pacific Northwest,True,True
423830118453200,INDIAN CREEK NR DONNER UND BLITZEN CONFLUENCE,42.64180278,-118.7589944,OR,025,17120003,17,1712,19.0,ST,Yes,Pacific Northwest,True,True
424003118453700,LITTLE BLITZEN RIVER NR RIDDLE RANCH,42.66755,-118.76015,OR,025,17120003,17,1712,18.5,ST,Yes,Pacific Northwest,True,True
424325118495900,DONNER UND BLITZEN NEAR BURNT CAR SPRING,42.72374167,-118.8330667,OR,025,17120003,17,1712,164.0,ST,Yes,Pacific Northwest,True,True
424547118503500,DONNER UND BLITZEN ABOVE FISH CREEK,42.76296389,-118.843111,OR,025,17120003,17,1712,176.0,ST,Yes,Pacific Northwest,True,True
424551118503200,FISH CREEK AT DONNER UND BLITZEN CONFLUENCE,42.7640722,-118.8423167,OR,025,17120003,17,1712,22.0,ST,Yes,Pacific Northwest,True,True
425600123170000,SOUTH UMPQUA RIVER NR. CANYONVILLE (DEQ),42.9331738,-123.2845083,OR,019,17100302,17,1710,,ST,Yes,Pacific Northwest,True,True
425640123201400,"COW CREEK @ MOUTH, NR RIDDLE, OR",42.9442843,-123.3383989,OR,019,17100302,17,1710,,ST,Yes,Pacific Northwest,True,True
431820122403700,"NORTH UMPQUA RIVER AB APPLE CREEK NR STEAMBOAT, OR",43.30539779,-122.6781059,OR,019,17100301,17,1710,,ST,Yes,Pacific Northwest,True,True
432207123281000,UMPQUA RIVER AT UMPQUA BRIDGE (DEQ),43.36844888,-123.47064,OR,019,17100303,17,1710,,ST,Yes,Pacific Northwest,True,True
433320123331300,UMPQUA RIVER AT KELLOGG BRIDGE (DEQ),43.55539434,-123.5548163,OR,019,17100303,17,1710,,ST,Yes,Pacific Northwest,True,True
433750123335700,UMPQUA RIVER AT ELKTON BRIDGE (DEQ),43.6303951,-123.5670406,OR,019,17100303,17,1710,,ST,Yes,Pacific Northwest,True,True
434850123021700,"ROW RIVER AT I-5 BRIDGE AT COTTAGE GROVE, OR",43.8137344,-123.0392462,OR,039,17090002,17,1709,,ST,Yes,Pacific Northwest,True,True
435150123005300,"WILLAMETTE RIVER AT LYNX HOLLOW NR SAGINAW, OR",43.8637351,-123.0159132,OR,039,17090002,17,1709,,ST,Yes,Pacific Northwest,True,True
440045123042600,WILLAM R.;RM 77.9,44.0123471,-123.075086,OR,053,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
440352122540300,"MCKENZIE RIVER AT RM 20.5 NR CAMP CREEK, OR",44.0642926,-122.902025,OR,039,17090004,17,1709,,ST,Yes,Pacific Northwest,True,True
440454123012000,"MCKENZIE RIVER AT RM 10.4 NR SPRINGFIELD, OR",44.0815138,-123.0234183,OR,039,17090004,17,1709,,ST,Yes,Pacific Northwest,True,True
441344122095400,"LOOKOUT CREEK ABOVE MACK CREEK, NR BLUE RIVER, OR",44.2288333,-122.165111,OR,039,17090004,17,1709,6.56,ST,Yes,Pacific Northwest,True,True
441400122123000,"MCRAE CREEK NEAR BLUE RIVER, OR",44.2333611,-122.2083333,OR,039,17090004,17,1709,6.0,ST,Yes,Pacific Northwest,True,True
441504122105500,"UNNAMED TRIB TO MCRAE CREEK NEAR BLUE RIVER, OR",44.2512222,-122.1818333,OR,039,17090004,17,1709,1.15,ST,Yes,Pacific Northwest,True,True
442219123140600,"WILL R AT RM 151.0 AT IRISH BEND NR PEORIA, OR",44.3717894,-123.2362073,OR,003,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
442713123123500,"WILLAMETTE R AT RM 141.6 AT PEORIA, OR",44.4534558,-123.21093,OR,003,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443311123150600,"MUDDY CREEK AT MOUTH AT CORVALLIS, OR",44.5528994,-123.2528767,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443321123155200,"MARYS RIVER AT MOUTH AT CORVALLIS, OR",44.55567708,-123.2656547,OR,003,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443509123112400,WILL R AT RM 127.2 AT HALF MOON BEND NR CORVALLIS,44.5856772,-123.1912082,OR,003,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443815123090100,"WILLAMETTE RIVER AT RM 121.5 NR ALBANY, OR",44.6373437,-123.151485,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443821123061300,WILLAM. R.; RM 119.2,44.6390106,-123.104817,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443821123062000,WILLAM R.; RM 119.3,44.6390106,-123.1067616,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443824123055500,WILLAM R.; RM 119.0,44.63984398,-123.0998169,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443824123063300,WILLAM R.; RM 119.5,44.6398439,-123.1103728,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443826123054700,WILLAM R.; RM 118.9,44.6403995,-123.0975946,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443826123063700,"CALAPOOIA RIVER AT MOUTH ALBANY, OR",44.64039946,-123.1114839,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443827123070900,WILLAM R.; RM 120.0 (DUPLICATE 1),44.64067718,-123.120373,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443828123054000,WILLAM R.; RM 118.8,44.6409551,-123.0956501,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443834123051900,WILLAM R.; RM 118.5,44.64262179,-123.0898167,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443836123051100,WILLAM R.; RM 118.4,44.64317736,-123.0875944,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443838123050400,WILLAM R.; RM 118.3,44.6437329,-123.0856499,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443840123045700,WILLAM R.; RM 118.2,44.64428848,-123.0837054,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443847123043700,WILLAM R.; RM 117.9,44.64623295,-123.0781497,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443903123042000,WILLAM R.; RM 117.5,44.65067739,-123.0734274,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443909123041800,WILLAM R.; RM 117.4,44.65234405,-123.0728718,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443919123041900,WILLAM R.; RM 117.2,44.6551218,-123.0731496,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443935123042600,WILLAM R.; RM 116.9,44.6595662,-123.0750942,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443943123043600,WILLAM R.; RM 116.7,44.6617884,-123.077872,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443955123045800,WILLAM R.; RM 116.3,44.66512167,-123.0839833,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
443959123050200,WILLAM R.; RM 116.2,44.66623277,-123.0850945,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444014123050800,WILLAM R.; RM 115.9,44.67039939,-123.0867612,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444025123051200,WILLAM R.; RM 115.6,44.6734549,-123.0878724,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444029123062100,"WILLAMETTE R AT RM 114.5 DOWNSTREAM OF ALBANY, OR",44.6745659,-123.1070396,OR,003,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444029123063000,WILLAM R.; RM 114.5,44.67456589,-123.1095396,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444031123060900,WILLAM R.; RM 114.8,44.67512148,-123.1037061,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444032123060200,WILLAM R.; RM 114.9,44.67539927,-123.1017617,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444033123052900,WILLAM R.; RM 115.3,44.6756771,-123.0925947,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444034123054500,WILLAM R.; RM 115.1,44.67595485,-123.0970393,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444047123065900,WILLAM R.; RM 113.9,44.6795658,-123.1175954,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444057123070400,WILLAM R.; RM 113.7,44.68234355,-123.1189844,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444103123070500,WILLAM R.; RM 113.6,44.6840102,-123.1192622,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444128123071200,WILLAM R.; RM 113.1,44.69095459,-123.1212067,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444132123071600,WILLAM R.; RM 113.0,44.69206568,-123.1223178,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444151123073700,WILLAM. R.; RM 112.6,44.69734339,-123.1281514,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444212123080900,WILLAM R.; RM 112.0,44.7031766,-123.1370405,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444233123083300,WILLAM R.; RM 111.5,44.70900986,-123.1437074,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444302123084600,WILLAM R.; RM 110.9,44.7170653,-123.1473186,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444323123085600,WILLAM R.; RM 110.5,44.7228986,-123.1500965,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444347123085000,WILLAM R.; RM 110.0,44.7295652,-123.1484298,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444404123082300,WILLAM R.; RM 109.5,44.73428747,-123.1409297,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444421123075300,WILLAM R.; RM 109.0,44.7390097,-123.1325961,OR,043,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444445123080100,WILLAM R.; RM 108.5,44.7456763,-123.1348185,OR,047,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444455123082800,WILLAM R.; RM 108.1,44.748454,-123.1423186,OR,047,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444502123083200,WILLAM R.; RM 107.9,44.7503984,-123.1434298,OR,047,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444519123084800,WILLAM R.; RM 107.5,44.75512059,-123.1478744,OR,047,17090003,17,1709,,ST,Yes,Pacific Northwest,True,True
444544123084900,WILLAM R.; RM 107.0,44.76206496,-123.1481523,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444554123084700,WILLAM R.; RM 106.8,44.7648427,-123.1475967,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444600123084700,WILLAM R.; RM 106.7,44.76650937,-123.1475968,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444605123084500,WILLAM R.; RM 106.6,44.76789825,-123.1470412,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444617123083800,WILLAM R.; RM 106.3,44.77123157,-123.1450968,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444626123082000,WILLAM R.; RM 106.0,44.77373158,-123.1400967,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444633123080900,WILLAM R.; RM 105.8,44.775676,-123.137041,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444641123080000,WILLAM R.; RM 105.6,44.77789825,-123.134541,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444653123075300,WILLAM R.; RM 105.30,44.78123157,-123.1325966,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444707123074800,WILLAM R.; RM 105.0,44.7851204,-123.1312077,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444730123073100,WILLAM R.; RM 104.5,44.79150929,-123.1264855,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444739123070700,WILLAM R.; RM 104.1,44.7940093,-123.1198187,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444750123061400,WILLAM R.; RM 103.3,44.79706495,-123.1050961,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444755123055300,WILLAM R.; RM 103.0,44.79845387,-123.0992627,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444758123054700,WILLAM R.; RM 102.9,44.7992872,-123.097596,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444807123053800,WILLAM R.; RM 102.7,44.8017872,-123.095096,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444822123052800,WILLAM R.; RM 102.4,44.80595385,-123.0923182,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444827123052600,WILLAM R.; RM 102.3,44.8073427,-123.0917626,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444836123052400,WILLAM R.; RM 102.1,44.8098427,-123.091207,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444846123052600,WILLAM R.; RM 101.9,44.81262046,-123.0917627,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444857123054100,WILLAM R.; RM 101.6,44.81567596,-123.0959295,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444908123060600,WILLAM R.; RM 101.2,44.8187314,-123.1028741,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444913123061800,WILLAM R.; RM 101.0,44.82012029,-123.1062076,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444917123063000,WILLAM R.; RM 100.8,44.82123137,-123.109541,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444921123064400,WILLAM R.; RM 100.6,44.8223424,-123.11343,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444922123065800,WILLAM R.; RM 100.4,44.82262019,-123.117319,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444925123071100,WILLAM R.; RM 100.2,44.82345349,-123.1209302,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444931123082300,WILLAM R.; RM 99.1,44.82512,-123.1409307,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444933123072200,WILLAM R.; RM 100.0,44.82567567,-123.1239858,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444935123084300,WILLAM R.; RM 98.8,44.82623106,-123.1464864,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444936123074000,WILLAM R.; RM 99.7,44.82650896,-123.128986,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444939123084800,WILLAM R.; RM 98.7,44.82734215,-123.1478753,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444943123095200,WILLAM R.; RM 97.7,44.8284531,-123.1656536,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444943123095900,WILLAM R.; RM 97.6,44.8284531,-123.167598,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444946123101200,WILLAM R.; RM 97.4,44.8292864,-123.1712093,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444947123085700,WILLAM R.; RM 98.5,44.8295643,-123.1503754,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444948123090500,WILLAM R.; RM 98.4,44.82984209,-123.1525977,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444948123101800,WILLAM R.; RM 97.3,44.82984195,-123.172876,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444949123091900,WILLAM R.; RM 98.2,44.83011986,-123.1537088,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444949123093200,WILLAM R.; RM 98.0,44.8301198,-123.1600979,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444954123103000,WILLAM R.; RM 97.1,44.83150857,-123.1762094,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
444958123103600,WILLAM R.; RM 97.0,44.83261966,-123.177876,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445003123104000,WILLAM. R.; RM 96.9,44.8340085,-123.1789873,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445024123104400,WILLAM. R.; RM 96.5,44.8398418,-123.1800985,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445050123104300,WILLAM. R.; RM 96.0,44.84706396,-123.1798208,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445106123104400,WILLAM. R.; RM 95.7,44.85150836,-123.1800986,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445133123104400,WILLAM. R.; RM 95.1,44.85900829,-123.1800987,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445136123090300,WILLAM. R.; RM 93.5,44.8598418,-123.1520425,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445137123092300,WILLAM. R.; RM 93.8,44.86011956,-123.1575982,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445144123084800,WILLAM. R.; RM 93.3,44.86206405,-123.1478758,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445144123103000,WILLAM. R.; RM 94.8,44.86206385,-123.1762098,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445146123094700,WILLAM. R.; RM 94.1,44.86261948,-123.164265,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445148123102400,WILLAM. R.; RM 94.7,44.86317496,-123.174543,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445151123095900,WILLAM. R.; RM 94.3,44.8640083,-123.1675985,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445151123101800,WILLAM. R.; RM 94.6,44.8640083,-123.1728764,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445152123100400,WILLAM. R.; RM 94.4,44.8642861,-123.1689874,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445153123101200,WILLAM. R.; RM 94.5,44.86456386,-123.1712097,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445154123084900,WILLAM. R.; RM 93.1,44.8648418,-123.1481536,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445225123084100,WILLAM. R.; RM 92.5,44.87345285,-123.1459314,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445251123083000,WILLAM. R.; RM 92.0,44.880675,-123.1428759,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445256123082800,WILLAM. R.; RM 91.9,44.8820639,-123.1423203,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445305123082200,WILLAM. R.; RM 91.7,44.8845639,-123.1406537,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445319123080400,WILLAM. R.; RM 91.4,44.88845279,-123.1356536,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445323123075900,WILLAM. R.; RM 91.3,44.8895639,-123.1342647,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445328123075500,WILLAM. R.; RM 91.2,44.89095278,-123.1331536,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445338123075200,WILLAM. R.; RM 91.0,44.8937305,-123.1323202,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445414123073800,WILLAM. R.; RM 90.3,44.90373048,-123.1284314,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445428123073000,WILLAM. R.; RM 90.0,44.90761935,-123.1262092,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445438123072100,WILLAM. R.; RM 89.8,44.9103971,-123.1237091,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445444123071000,WILLAM. R.; RM 89.6,44.91206379,-123.1206535,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445453123064400,WILLAM. R.; RM 89.2,44.9145638,-123.1134312,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445503123062700,WILLAM. R.; RM 88.9,44.9173416,-123.1087089,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445520123062400,WILLAM. R.; RM 88.6,44.9220638,-123.1078756,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445528123063500,WILLAM. R.; RM 88.4,44.92428598,-123.1109312,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445535123045300,WILLAM. R.; RM 86.5,44.9262306,-123.0825972,OR,053,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445536123064000,WILLAM. R.; RM 88.2,44.92650817,-123.1123202,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445542123064200,WILLAM. R.; RM 88.1,44.9281748,-123.1128758,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445546123051600,WILLAM R.; RM 86.8,44.92845277,-123.0889863,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445547123041200,WILLAM R.;RM 85.8,44.929564,-123.071208,OR,053,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445549123052300,WILLAM R.; RM 86.9,44.9301194,-123.0909308,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445550123054000,WILLAM R.; RM 87.1,44.93039714,-123.0956531,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
445550123060100,WILLAM. R.; RM 84.7,44.9303971,-123.1014866,OR,047,17090007,17,1709,,ST,Yes,Pacific Northwest,True,True
