state_code,nws_id,usgs_id,goes_id,nws_hsa,latitude_dms,longitude_dms,latitude_decimal,longitude_decimal,station_name,raw_line
WA,WRCW1,12098920,171AE6D4,SEW,47 10 11,122 00 39,47.16972222222222,-122.01083333333334,WHITE RIVER FLUME AT BUCKLEY WA,WRCW1|12098920       |171AE6D4|SEW|47 10 11   |122 00 39   |WHITE RIVER FLUME AT BUCKLEY WA
WA,WRDW1,12101102,DE64025E,SEW,47 14 08,122 14 10,47.23555555555556,-122.23611111111111,WHITE RIVER AT 24TH ST E AT DIERINGER WA,WRDW1|12101102       |DE64025E|SEW|47 14 08   |122 14 10   |WHITE RIVER AT 24TH ST E AT DIERINGER WA
WA,WRPW1,12100494,DE644154,SEW,47 16 17,122 13 08,47.271388888888886,-122.21888888888888,WHITE RIVER AT ROEGNER PARK NEAR AUBURN WA,WRPW1|12100494       |DE644154|SEW|47 16 17   |122 13 08   |WHITE RIVER AT ROEGNER PARK NEAR AUBURN WA
WA,WSTW1,12100500,DE6424B2,SEW,47 15 01,122 14 33,47.250277777777775,-122.2425,WHITE RIVER NEAR SUMNER WA,WSTW1|12100500       |DE6424B2|SEW|47 15 01   |122 14 33   |WHITE RIVER NEAR SUMNER WA
WA,WYAW1,12036000,F001F0FC,SEW,47 17 57,123 39 07,47.299166666666665,-123.65194444444445,WYNOOCHEE RIVER ABOVE SAVE CREEK NEAR ABERDEEN WA,WYAW1|12036000       |F001F0FC|SEW|47 17 57   |123 39 07   |WYNOOCHEE RIVER ABOVE SAVE CREEK NEAR ABERDEEN WA
WA,WYNW1,12035400,F001E38A,SEW,47 22 50,123 36 31,47.38055555555555,-123.6086111111111,WYNOOCHEE RIVER NEAR GRISDALE WA,WYNW1|12035400       |F001E38A|SEW|47 22 50   |123 36 31   |WYNOOCHEE RIVER NEAR GRISDALE WA
OR,BEUO3,13217500,3484A2AC,BOI,43 54 27,118 09 12,43.9075,-118.15333333333334,NORTH FORK MALHEUR RIVER AT BEULAH OR,BEUO3|13217500       |3484A2AC|BOI|43 54 27   |118 09 12   |NORTH FORK MALHEUR RIVER AT BEULAH OR
OR,DONO3,10396000,179263DE,BOI,42 47 27,118 52 03,42.79083333333333,-118.86749999999999,DONNER UND BLITZEN RIVER NR FRENCHGLEN OR,DONO3|10396000       |179263DE|BOI|42 47 27   |118 52 03   |DONNER UND BLITZEN RIVER NR FRENCHGLEN OR
OR,OWYO3,13183000,347CF462,BOI,43 39 16,117 15 21,43.654444444444444,-117.25583333333333,OWYHEE RIVER BELOW OWYHEE DAM OR,OWYO3|13183000       |347CF462|BOI|43 39 16   |117 15 21   |OWYHEE RIVER BELOW OWYHEE DAM OR
OR,ROMO3,13181000,347EB29C,BOI,42 51 59,117 38 57,42.86638888888889,-117.64916666666667,OWYHEE RIVER NR ROME OR,ROMO3|13181000       |347EB29C|BOI|42 51 59   |117 38 57   |OWYHEE RIVER NR ROME OR
OR,VALO3,13233300,347EA1EA,BOI,43 59 15,117 13 08,43.987500000000004,-117.21888888888888,MALHEUR RIVER BELOW NEVADA DAM NEAR VALE OR,VALO3|13233300       |347EA1EA|BOI|43 59 15   |117 13 08   |MALHEUR RIVER BELOW NEVADA DAM NEAR VALE OR
OR,WARO3,13215000,3484C74A,BOI,43 34 28,118 12 35,43.574444444444445,-118.20972222222223,MALHEUR RIVER BEL WARMSPRINGS RES NR RIVERSIDE OR,WARO3|13215000       |3484C74A|BOI|43 34 28   |118 12 35   |MALHEUR RIVER BEL WARMSPRINGS RES NR RIVERSIDE OR
OR,ACKO3,11509250,3420D750,MFR,42 00 15,121 49 33,42.00416666666667,-121.82583333333334,ADY CANAL ABOVE LOWER KLAMATH NWR NEAR WORDEN OR,ACKO3|11509250       |3420D750|MFR|42 00 15   |121 49 33   |ADY CANAL ABOVE LOWER KLAMATH NWR NEAR WORDEN OR
OR,ACLO3,11503000,1714A1B6,MFR,42 52 18,122 10 04,42.87166666666667,-122.16777777777779,ANNIE SPRING NEAR CRATER LAKE OR,ACLO3|11503000       |1714A1B6|MFR|42 52 18   |122 10 04   |ANNIE SPRING NEAR CRATER LAKE OR
OR,ADYO3,11509200,3473E186,MFR,42 04 51.2,121 50 40.7,42.08088888888889,-121.84463888888888,ADY CANAL AT HIGHWAY 97 NEAR WORDEN OR,ADYO3|11509200       |3473E186|MFR|42 04 51.2 |121 50 40.7 |ADY CANAL AT HIGHWAY 97 NEAR WORDEN OR
OR,AGNO3,14372300,DDF44394,MFR,42 35 34,124 03 43.2,42.59277777777778,-124.062,ROGUE RIVER NEAR AGNESS OR,AGNO3|14372300       |DDF44394|MFR|42 35 34   |124 03 43.2 |ROGUE RIVER NEAR AGNESS OR
OR,AGSO3,14378200,DE67C04E,MFR,42 32 41.56,124 03 06.89,42.54487777777778,-124.05191388888889,ILLINOIS RIVER NEAR AGNESS OR,AGSO3|14378200       |DE67C04E|MFR|42 32 41.56|124 03 06.89|ILLINOIS RIVER NEAR AGNESS OR
OR,ALAO3,11504300,172F6170,MFR,42 34 55.47,121 58 14.43,42.582075,-121.970675,AGENCY LAKE NEAR KLAMATH AGENCY OR,ALAO3|11504300       |172F6170|MFR|42 34 55.47|121 58 14.43|AGENCY LAKE NEAR KLAMATH AGENCY OR
OR,APLO3,14361900,CE803E22,MFR,42 03 25,123 06 30,42.05694444444444,-123.10833333333333,APPLEGATE LAKE NEAR COPPER OR.,APLO3|14361900       |CE803E22|MFR|42 03 25   |123 06 30   |APPLEGATE LAKE NEAR COPPER OR.
OR,APPO3,14362000,CE804660,MFR,42 03 50,123 06 37,42.06388888888888,-123.11027777777777,APPLEGATE RIVER NEAR COPPER OR,APPO3|14362000       |CE804660|MFR|42 03 50   |123 06 37   |APPLEGATE RIVER NEAR COPPER OR
OR,APRO3,14366000,CE8048B2,MFR,42 14 30,123 08 20,42.24166666666667,-123.1388888888889,APPLEGATE RIVER NEAR APPLEGATE OR,APRO3|14366000       |CE8048B2|MFR|42 14 30   |123 08 20   |APPLEGATE RIVER NEAR APPLEGATE OR
OR,ARWO3,14369500,CE805516,MFR,42 21 15,123 24 20,42.35416666666667,-123.40555555555557,APPLEGATE RIVER NEAR WILDERVILLE OR,ARWO3|14369500       |CE805516|MFR|42 21 15   |123 24 20   |APPLEGATE RIVER NEAR WILDERVILLE OR
OR,ASCO3,14353000,DD5CE19C,MFR,42 08 56,122 42 56,42.14888888888889,-122.71555555555555,WEST FORK ASHLAND CREEK NEAR ASHLAND OR,ASCO3|14353000       |DD5CE19C|MFR|42 08 56   |122 42 56   |WEST FORK ASHLAND CREEK NEAR ASHLAND OR
OR,AZAO3,14309000,DD422774,MFR,42 49 30,123 10 40,42.825,-123.17777777777778,COW CREEK NEAR AZALEA OR,AZAO3|14309000       |DD422774|MFR|42 49 30   |123 10 40   |COW CREEK NEAR AZALEA OR
OR,BCAO3,14354200,34840254,MFR,42 13 06.6,122 43 29.3,42.2185,-122.72480555555556,BEAR CREEK BELOW ASHLAND CREEK AT ASHLAND OR,BCAO3|14354200       |34840254|MFR|42 13 06.6 |122 43 29.3 |BEAR CREEK BELOW ASHLAND CREEK AT ASHLAND OR
OR,BODO3,14316495,DD59A556,MFR,43 18 13,122 31 45,43.30361111111111,-122.52916666666667,BOULDER CREEK NEAR TOKETEE FALLS OR,BODO3|14316495       |DD59A556|MFR|43 18 13   |122 31 45   |BOULDER CREEK NEAR TOKETEE FALLS OR
OR,BOYO3,11510700,DD268084,MFR,42 05 05,122 04 20,42.084722222222226,-122.07222222222222,KLAMATH RIVER BLW JOHN C.BOYLE PWRPLNT NR KENOOR,BOYO3|11510700       |DD268084|MFR|42 05 05   |122 04 20   |KLAMATH RIVER BLW JOHN C.BOYLE PWRPLNT NR KENOOR
OR,CHSO3,11501000,DD9A6322,MFR,42 35 03.5,121 50 54.0,42.58430555555556,-121.84833333333333,SPRAGUE RIVER NEAR CHILOQUIN OR,CHSO3|11501000       |DD9A6322|MFR|42 35 03.5 |121 50 54.0 |SPRAGUE RIVER NEAR CHILOQUIN OR
OR,CHTO3,14400000,DDD5038A,MFR,42 07 25,124 11 10,42.12361111111111,-124.18611111111112,CHETCO RIVER NEAR BROOKINGS OR,CHTO3|14400000       |DDD5038A|MFR|42 07 25   |124 11 10   |CHETCO RIVER NEAR BROOKINGS OR
OR,COGO3,14308990,DE52549C,MFR,42 49 24,123 07 29,42.82333333333334,-123.12472222222222,COW CREEK ABV GALESVILLE RES NR AZALEA OR.,COGO3|14308990       |DE52549C|MFR|42 49 24   |123 07 29   |COW CREEK ABV GALESVILLE RES NR AZALEA OR.
OR,COQO3,14327055,16952342,MFR,43 09 28.59,124 10 54.46,43.157941666666666,-124.18179444444445,COQUILLE RIVER AT COQUILLE OR,COQO3|14327055       |16952342|MFR|43 09 28.59|124 10 54.46|COQUILLE RIVER AT COQUILLE OR
OR,CRMO3,14314700,DD96F7DC,MFR,43 15 04,122 20 14,43.25111111111111,-122.33722222222222,CLEARWATER R BLW MOWICH CREEK NR TOKETEE FALLSOR,CRMO3|14314700       |DD96F7DC|MFR|43 15 04   |122 20 14   |CLEARWATER R BLW MOWICH CREEK NR TOKETEE FALLSOR
OR,CRYO3,11504270,17D6E32C,MFR,42 30 45.7,122 04 34.1,42.51269444444444,-122.07613888888889,CRYSTAL CREEK NEAR ROCKY POINT OR,CRYO3|11504270       |17D6E32C|MFR|42 30 45.7 |122 04 34.1 |CRYSTAL CREEK NEAR ROCKY POINT OR
OR,CTRO3,11492200,F002C268,MFR,42 58 33,122 05 17,42.975833333333334,-122.08805555555556,CRATER LAKE NEAR CRATER LAKE OR,CTRO3|11492200       |F002C268|MFR|42 58 33   |122 05 17   |CRATER LAKE NEAR CRATER LAKE OR
OR,CWRO3,14314500,DDA0C4F8,MFR,43 14 40,122 17 10,43.24444444444445,-122.28611111111111,CLEARWATER RIVER ABV TRAP CK NR TOKETEE FALLS OR,CWRO3|14314500       |DDA0C4F8|MFR|43 14 40   |122 17 10   |CLEARWATER RIVER ABV TRAP CK NR TOKETEE FALLS OR
OR,EFAO3,14353500,DD5CF2EA,MFR,42 09 10,122 42 30,42.15277777777778,-122.70833333333334,EAST FORK ASHLAND CREEK NEAR ASHLAND OR,EFAO3|14353500       |DD5CF2EA|MFR|42 09 10   |122 42 30   |EAST FORK ASHLAND CREEK NEAR ASHLAND OR
OR,EGLO3,14339000,CE805BC4,MFR,42 31 30,122 50 30,42.525,-122.84166666666667,ROGUE RIVER AT DODGE BRIDGE NEAR EAGLE POINT OR,EGLO3|14339000       |CE805BC4|MFR|42 31 30   |122 50 30   |ROGUE RIVER AT DODGE BRIDGE NEAR EAGLE POINT OR
OR,EKTO3,14321000,DD5EC284,MFR,43 35 10,123 33 15,43.586111111111116,-123.55416666666666,UMPQUA RIVER NEAR ELKTON OR,EKTO3|14321000       |DD5EC284|MFR|43 35 10   |123 33 15   |UMPQUA RIVER NEAR ELKTON OR
OR,ELKO3,14338000,DD9716D4,MFR,42 40 44,122 44 27,42.678888888888885,-122.74083333333333,ELK CREEK NEAR TRAIL OR,ELKO3|14338000       |DD9716D4|MFR|42 40 44   |122 44 27   |ELK CREEK NEAR TRAIL OR
OR,FHCO3,14315950,DD890654,MFR,43 12 41,122 25 35,43.21138888888889,-122.4263888888889,FISH CREEK ABV SLIPPER CREEK NR TOKETEE FALLS OR,FHCO3|14315950       |DD890654|MFR|43 12 41   |122 25 35   |FISH CREEK ABV SLIPPER CREEK NR TOKETEE FALLS OR
OR,FMCO3,11504260,DE67B6DE,MFR,42 34 28.2,122 03 04.9,42.5745,-122.0513611111111,FOURMILE CANAL NEAR KLAMATH AGENCY OR,FMCO3|11504260       |DE67B6DE|MFR|42 34 28.2 |122 03 04.9 |FOURMILE CANAL NEAR KLAMATH AGENCY OR
OR,GLNO3,14309500,DD98E0C2,MFR,42 48 15,123 36 35,42.80416666666667,-123.60972222222222,WEST FORK COW CREEK NEAR GLENDALE OR,GLNO3|14309500       |DD98E0C2|MFR|42 48 15   |123 36 35   |WEST FORK COW CREEK NEAR GLENDALE OR
OR,GRAO3,14361500,CE80608C,MFR,42 25 50,123 19 00,42.43055555555555,-123.31666666666666,ROGUE RIVER AT GRANTS PASS OR,GRAO3|14361500       |CE80608C|MFR|42 25 50   |123 19 00   |ROGUE RIVER AT GRANTS PASS OR
OR,GSVO3,14308995,1730059A,MFR,42 50 56,123 10 40,42.848888888888894,-123.17777777777778,GALESVILLE RESERVOIR NEAR AZALEA OR,GSVO3|14308995       |1730059A|MFR|42 50 56   |123 10 40   |GALESVILLE RESERVOIR NEAR AZALEA OR
OR,ICLO3,11491450,162B4304,MFR,42 57 06.0,121 27 32.6,42.95166666666667,-121.45905555555557,IRVING CREEK NEAR LENZ OR,ICLO3|11491450       |162B4304|MFR|42 57 06.0 |121 27 32.6 |IRVING CREEK NEAR LENZ OR
OR,JCLO3,11491470,DD56033C,MFR,42 58 42.1,121 27 33.7,42.97836111111111,-121.45936111111111,JACKSON CREEK NEAR LENZ OR,JCLO3|11491470       |DD56033C|MFR|42 58 42.1 |121 27 33.7 |JACKSON CREEK NEAR LENZ OR
OR,KEOO3,11509500,DD25D7F6,MFR,42 08 00,121 57 40,42.13333333333333,-121.96111111111111,KLAMATH RIVER AT KENO OR,KEOO3|11509500       |DD25D7F6|MFR|42 08 00   |121 57 40   |KLAMATH RIVER AT KENO OR
OR,KLLO3,11507500,DD88A456,MFR,42 13 25,121 47 35,42.22361111111111,-121.79305555555555,LINK RIVER AT KLAMATH FALLS OR,KLLO3|11507500       |DD88A456|MFR|42 13 25   |121 47 35   |LINK RIVER AT KLAMATH FALLS OR
OR,KMIO3,11508700,1628E4F2,MFR,42 08 48.42,121 50 55.27,42.14678333333333,-121.8486861111111,KLAMATH RIVER AT MILLER ISLAND NEAR MIDLAND OR,KMIO3|11508700       |1628E4F2|MFR|42 08 48.42|121 50 55.27|KLAMATH RIVER AT MILLER ISLAND NEAR MIDLAND OR
OR,KRBO3,14377100,DD70D474,MFR,42 13 55,123 39 45,42.231944444444444,-123.66250000000001,ILLINOIS RIVER NEAR KERBY OR,KRBO3|14377100       |DD70D474|MFR|42 13 55   |123 39 45   |ILLINOIS RIVER NEAR KERBY OR
OR,KSCO3,11492550,162B861A,MFR,42 52 13.47,121 50 54.50,42.87040833333334,-121.84847222222221,SAND CREEK BLW SAND CREEK CANAL NR CHINCHALO OR,KSCO3|11492550       |162B861A|MFR|42 52 13.47|121 50 54.50|SAND CREEK BLW SAND CREEK CANAL NR CHINCHALO OR
OR,KSDO3,11509340,F000C79C,MFR,42 04 51.43,121 50 53.96,42.08095277777778,-121.84832222222222,KLAMATH STRAITS DRAIN NEAR WORDEN OR,KSDO3|11509340       |F000C79C|MFR|42 04 51.43|121 50 53.96|KLAMATH STRAITS DRAIN NEAR WORDEN OR
OR,LOSO3,14335040,CE806E5E,MFR,42 40 16,122 40 25,42.67111111111111,-122.67361111111111,LOST CREEK LAKE NEAR MCLEOD OR,LOSO3|14335040       |CE806E5E|MFR|42 40 16   |122 40 25   |LOST CREEK LAKE NEAR MCLEOD OR
OR,LRPO3,14318000,D111C280,MFR,43 15 10,123 01 30,43.25277777777778,-123.025,LITTLE RIVER AT PEEL OR,LRPO3|14318000       |D111C280|MFR|43 15 10   |123 01 30   |LITTLE RIVER AT PEEL OR
OR,MBMO3,11491950,162B5EA0,MFR,43 11 00.00,121 52 24.80,43.18333333333333,-121.87355555555555,MILLER CREEK NEAR BEAVER MARSH OR,MBMO3|11491950       |162B5EA0|MFR|43 11 00.00|121 52 24.80|MILLER CREEK NEAR BEAVER MARSH OR
OR,MCLO3,14337600,CE8073FA,MFR,42 39 20,122 42 50,42.65555555555555,-122.71388888888889,ROGUE RIVER NEAR MCLEOD OR,MCLO3|14337600       |CE8073FA|MFR|42 39 20   |122 42 50   |ROGUE RIVER NEAR MCLEOD OR
OR,MFDO3,14357500,3483F0E4,MFR,42 19 27,122 51 56,42.32416666666667,-122.86555555555555,BEAR CREEK AT MEDFORD OR,MFDO3|14357500       |3483F0E4|MFR|42 19 27   |122 51 56   |BEAR CREEK AT MEDFORD OR
OR,MLBO3,14337500,CE807D28,MFR,42 39 05,122 41 25,42.65138888888889,-122.69027777777778,BIG BUTTE CREEK NEAR MCLEOD OR,MLBO3|14337500       |CE807D28|MFR|42 39 05   |122 41 25   |BIG BUTTE CREEK NEAR MCLEOD OR
OR,MULO3,14313200,DD96E4AA,MFR,43 19 27,122 11 45,43.32416666666667,-122.19583333333334,N.UMPQUA R ABV WHITE MULE CK NR TOKETEE FALLS OR,MULO3|14313200       |DD96E4AA|MFR|43 19 27   |122 11 45   |N.UMPQUA R ABV WHITE MULE CK NR TOKETEE FALLS OR
OR,MYNO3,14327000,1694445E,MFR,43 04 05.44,124 06 28.24,43.068177777777784,-124.10784444444444,N FK COQUILLE R NR MYRTLE POINT OR,MYNO3|14327000       |1694445E|MFR|43 04 05.44|124 06 28.24|N FK COQUILLE R NR MYRTLE POINT OR
OR,MYPO3,14326510,1735025A,MFR,43 03 57,124 08 45,43.06583333333333,-124.14583333333334,SF COQUILLE RIVER AT MYRTLE POINT OR,MYPO3|14326510       |1735025A|MFR|43 03 57   |124 08 45   |SF COQUILLE RIVER AT MYRTLE POINT OR
OR,NUMO3,14316500,162E57B2,MFR,43 17 46,122 32 08,43.29611111111111,-122.53555555555555,N UMPQUA RIVER ABV COPELAND CK NR TOKETEE FALLSOR,NUMO3|14316500       |162E57B2|MFR|43 17 46   |122 32 08   |N UMPQUA RIVER ABV COPELAND CK NR TOKETEE FALLSOR
OR,NUSO3,14315700,DD8CD7FC,MFR,43 16 35.1,122 26 59.9,43.27641666666666,-122.44997222222223,N.UMPQUA R BLW SLIDE CK DAM NR TOKETEE FALLS OR,NUSO3|14315700       |DD8CD7FC|MFR|43 16 35.1 |122 26 59.9 |N.UMPQUA R BLW SLIDE CK DAM NR TOKETEE FALLS OR
OR,NUTO3,14316460,17B8E576,MFR,43 18 22,122 30 42,43.30611111111111,-122.51166666666667,NORTH UMPQUA R AT SODA SPGS NR TOKETEE FALLS OR,NUTO3|14316460       |17B8E576|MFR|43 18 22   |122 30 42   |NORTH UMPQUA R AT SODA SPGS NR TOKETEE FALLS OR
OR,NUWO3,14313700,DD96D130,MFR,43 21 18,122 15 03,43.355000000000004,-122.25083333333333,N.UMPQUA R BLW WARM SPRINGS CK NR TOKETEE FALLSOR,NUWO3|14313700       |DD96D130|MFR|43 21 18   |122 15 03   |N.UMPQUA R BLW WARM SPRINGS CK NR TOKETEE FALLSOR
OR,POWO3,14325000,DD5955D2,MFR,42 53 30,124 04 10,42.891666666666666,-124.06944444444444,SOUTH FORK COQUILLE RIVER AT POWERS OR,POWO3|14325000       |DD5955D2|MFR|42 53 30   |124 04 10   |SOUTH FORK COQUILLE RIVER AT POWERS OR
OR,RDLO3,14310000,1637CDC0,MFR,42 55 25,123 25 40,42.92361111111111,-123.42777777777778,COW CREEK NEAR RIDDLE OR,RDLO3|14310000       |1637CDC0|MFR|42 55 25   |123 25 40   |COW CREEK NEAR RIDDLE OR
OR,RFHO3,14335072,CE730EA2,MFR,42 39 57,122 41 11,42.66583333333333,-122.6863888888889,ROGUE R AT COLE M RIVERS F HATCHERY NR MCLEOD OR,RFHO3|14335072       |CE730EA2|MFR|42 39 57   |122 41 11   |ROGUE R AT COLE M RIVERS F HATCHERY NR MCLEOD OR
OR,RRHO3,14378430,1695733E,MFR,42 25 44,124 24 44,42.428888888888885,-124.41222222222223,ROGUE RIVER AT HWY 101 BRIDGE AT WEDDERBURN OR,RRHO3|14378430       |1695733E|MFR|42 25 44   |124 24 44   |ROGUE RIVER AT HWY 101 BRIDGE AT WEDDERBURN OR
OR,RTLO3,11505900,DD973038,MFR,42 20 55,121 49 35,42.34861111111111,-121.82638888888889,UPPER KLAMATH LAKE AT RATTLESNAKE POINT OR,RTLO3|11505900       |DD973038|MFR|42 20 55   |121 49 35   |UPPER KLAMATH LAKE AT RATTLESNAKE POINT OR
OR,RYGO3,14359000,DE5247EA,MFR,42 26 15,122 59 10,42.4375,-122.98611111111111,ROGUE RIVER AT RAYGOLD NEAR CENTRAL POINT OR,RYGO3|14359000       |DE5247EA|MFR|42 26 15   |122 59 10   |ROGUE RIVER AT RAYGOLD NEAR CENTRAL POINT OR
OR,SCRO3,14316700,DD9B72AE,MFR,43 21 00,122 43 40,43.35,-122.72777777777777,STEAMBOAT CREEK NEAR GLIDE OR,SCRO3|14316700       |DD9B72AE|MFR|43 21 00   |122 43 40   |STEAMBOAT CREEK NEAR GLIDE OR
OR,SGRO3,14362250,DDCB951E,MFR,42 09 15,123 04 27,42.15416666666667,-123.07416666666666,STAR GULCH NEAR RUCH OR,SGRO3|14362250       |DDCB951E|MFR|42 09 15   |123 04 27   |STAR GULCH NEAR RUCH OR
OR,SKAO3,11504290,DF09F22C,MFR,42 34 54,121 58 17,42.58166666666667,-121.9713888888889,SEVENMILE CNL AT DIKE RD BR NR KLAMATH AGENCY OR,SKAO3|11504290       |DF09F22C|MFR|42 34 54   |121 58 17   |SEVENMILE CNL AT DIKE RD BR NR KLAMATH AGENCY OR
OR,SRPO3,14332000,DDDE1354,MFR,42 42 23,122 23 19,42.70638888888889,-122.38861111111112,SOUTH FORK ROGUE RIVER NEAR PROSPECT OR,SRPO3|14332000       |DDDE1354|MFR|42 42 23   |122 23 19   |SOUTH FORK ROGUE RIVER NEAR PROSPECT OR
OR,SSPO3,14316455,DDA0B268,MFR,43 18 14,122 29 52,43.303888888888885,-122.49777777777778,N.UMPQUA R BLW SODA SPGS RESV NR TOKETEE FALLSOR,SSPO3|14316455       |DDA0B268|MFR|43 18 14   |122 29 52   |N.UMPQUA R BLW SODA SPGS RESV NR TOKETEE FALLSOR
OR,STSO3,11493100,DE6BD2A4,MFR,42 53 13.53,121 52 21.92,42.88709166666666,-121.87275555555554,SCOTT CREEK BLW SAND CREEK CANAL NR CHINCHALO OR,STSO3|11493100       |DE6BD2A4|MFR|42 53 13.53|121 52 21.92|SCOTT CREEK BLW SAND CREEK CANAL NR CHINCHALO OR
OR,TILO3,14308000,DD67F732,MFR,42 55 50,122 56 50,42.93055555555555,-122.94722222222222,SOUTH UMPQUA RIVER AT TILLER OR,TILO3|14308000       |DD67F732|MFR|42 55 50   |122 56 50   |SOUTH UMPQUA RIVER AT TILLER OR
OR,TKTO3,14315500,DD88F42A,MFR,43 15 50,122 25 14,43.263888888888886,-122.42055555555557,NORTH UMPQUA RIVER AT TOKETEE FALLS OR,TKTO3|14315500       |DD88F42A|MFR|43 15 50   |122 25 14   |NORTH UMPQUA RIVER AT TOKETEE FALLS OR
OR,WKAO3,11493500,DD70C702,MFR,42 44 23.73,121 50 04.26,42.739925,-121.83451666666666,WILLIAMSON RIVER NEAR KLAMATH AGENCY OR,WKAO3|11493500       |DD70C702|MFR|42 44 23.73|121 50 04.26|WILLIAMSON RIVER NEAR KLAMATH AGENCY OR
OR,WMSO3,11502500,DD7505DC,MFR,42 33 51.75,121 52 46.97,42.564375,-121.87971388888889,WILLIAMSON RIVER BLW SPRAGUE RIVER NR CHILOQUINOR,WMSO3|11502500       |DD7505DC|MFR|42 33 51.75|121 52 46.97|WILLIAMSON RIVER BLW SPRAGUE RIVER NR CHILOQUINOR
OR,WNRO3,14319500,DD680124,MFR,43 16 15.48,123 24 41.56,43.270966666666666,-123.41154444444444,NORTH UMPQUA RIVER AT WINCHESTER OR,WNRO3|14319500       |DD680124|MFR|43 16 15.48|123 24 41.56|NORTH UMPQUA RIVER AT WINCHESTER OR
OR,WRKO3,11504115,169590CC,MFR,42 34 53.60,121 56 30.13,42.58155555555556,-121.94170277777778,WOOD RIVER NEAR KLAMATH AGENCY OR,WRKO3|11504115       |169590CC|MFR|42 34 53.60|121 56 30.13|WOOD RIVER NEAR KLAMATH AGENCY OR
OR,WSNO3,14312000,DD5EB414,MFR,43 08 00,123 23 50,43.13333333333333,-123.39722222222223,SOUTH UMPQUA RIVER NEAR BROCKWAY OR,WSNO3|14312000       |DD5EB414|MFR|43 08 00   |123 23 50   |SOUTH UMPQUA RIVER NEAR BROCKWAY OR
OR,BCQO3,14096850,DDC5A4EC,PDT,44 57 32,121 23 35,44.95888888888889,-121.39305555555556,BEAVER CREEK BELOW QUARTZ CREEK NR SIMNASHO OR,BCQO3|14096850       |DDC5A4EC|PDT|44 57 32   |121 23 35   |BEAVER CREEK BELOW QUARTZ CREEK NR SIMNASHO OR
OR,BDGO3,14046778,DDD510FC,PDT,44 43 36.74,120 18 06.9,44.72687222222223,-120.30191666666667,BRIDGE CR ABV COYOTE CANYON NR MITCHELL OR,BDGO3|14046778       |DDD510FC|PDT|44 43 36.74|120 18 06.9 |BRIDGE CR ABV COYOTE CANYON NR MITCHELL OR
OR,BLMO3,14034480,CE36910E,PDT,45 19 56,119 32 24,45.33222222222223,-119.53999999999999,BALM FORK NEAR HEPPNER OR,BLMO3|14034480       |CE36910E|PDT|45 19 56   |119 32 24   |BALM FORK NEAR HEPPNER OR
OR,CROO3,14087400,D1003760,PDT,44 29 33,121 17 50,44.4925,-121.29722222222222,CROOKED RIVER BELOW OPAL SPRINGS NEAR CULVER OR,CROO3|14087400       |D1003760|PDT|44 29 33   |121 17 50   |CROOKED RIVER BELOW OPAL SPRINGS NEAR CULVER OR
OR,DECO3,14076500,D1002416,PDT,44 29 56,121 19 12,44.49888888888889,-121.32,DESCHUTES RIVER NEAR CULVER OR,DECO3|14076500       |D1002416|PDT|44 29 56   |121 19 12   |DESCHUTES RIVER NEAR CULVER OR
OR,GIBO3,14020000,DDD031D0,PDT,45 43 11,118 19 20,45.719722222222224,-118.32222222222222,UMATILLA RIVER ABOVE MEACHAM CREEK NR GIBBON OR,GIBO3|14020000       |DDD031D0|PDT|45 43 11   |118 19 20   |UMATILLA RIVER ABOVE MEACHAM CREEK NR GIBBON OR
OR,HWLO3,14034470,CE7B0A04,PDT,45 20 27,119 30 53,45.340833333333336,-119.51472222222222,WILLOW CREEK ABV WILLOW CR LAKE NR HEPPNER OR,HWLO3|14034470       |CE7B0A04|PDT|45 20 27   |119 30 53   |WILLOW CREEK ABV WILLOW CR LAKE NR HEPPNER OR
OR,JBMO3,14036860,DD9705A2,PDT,44 21 29,118 34 30,44.35805555555556,-118.575,JOHN DAY R AT BLUE MTN HOT SPGS NR PRAIRIE CITYOR,JBMO3|14036860       |DD9705A2|PDT|44 21 29   |118 34 30   |JOHN DAY R AT BLUE MTN HOT SPGS NR PRAIRIE CITYOR
OR,JDMO3,14048000,F0050542,PDT,45 35 16,120 24 30,45.58777777777778,-120.40833333333335,JOHN DAY RIVER AT MCDONALD FERRY OR,JDMO3|14048000       |F0050542|PDT|45 35 16   |120 24 30   |JOHN DAY RIVER AT MCDONALD FERRY OR
OR,JHNO3,14038530,DDC561F2,PDT,44 25 07,118 54 19,44.41861111111111,-118.90527777777778,JOHN DAY RIVER NEAR JOHN DAY OR,JHNO3|14038530       |DDC561F2|PDT|44 25 07   |118 54 19   |JOHN DAY RIVER NEAR JOHN DAY OR
OR,KAHO3,14097100,17B8C39A,PDT,44 51 24,121 08 55,44.85666666666667,-121.14861111111112,WARM SPRINGS RIVER NEAR KAHNEETA HOT SPRINGS OR,KAHO3|14097100       |17B8C39A|PDT|44 51 24   |121 08 55   |WARM SPRINGS RIVER NEAR KAHNEETA HOT SPRINGS OR
OR,MCGO3,14020300,169CC6EC,PDT,45 41 20.85,118 21 16.01,45.689125,-118.35444722222222,MEACHAM CREEK AT GIBBON OR,MCGO3|14020300       |169CC6EC|PDT|45 41 20.85|118 21 16.01|MEACHAM CREEK AT GIBBON OR
