usgs_id,nws_id,goes_id,nws_hsa,state_code,latitude_decimal,longitude_decimal,latitude_dms,longitude_dms,station_name,data_source
11120500,SJEC1,DDEEF6D6,LOX,CA,34.459167,-119.808056,34 27 33,119 48 29,SAN JOSE C NR GOLETA CA,NOAA_HADS
11120520,SXPC1,DE918F4C,LOX,CA,34.448611,-119.840278,34 26 55,119 50 25,SAN PEDRO C A GOLETA CA,NOAA_HADS
11122000,GBPC1,DE533380,LOX,CA,34.526111,-119.685556,34 31 34,119 41 08,SANTA YNEZ R AB GIBRALTAR DAM NR SANTA BARBARA CA,NOAA_HADS
11123000,GBTC1,DE53156C,LOX,CA,34.524444,-119.686389,34 31 28,119 41 11,SANTA YNEZ R BL GIBRALTAR DAM NR SANTA BARBARA CA,NOAA_HADS
11123500,LLYC1,DE52F464,LOX,CA,34.543611,-119.863889,34 32 37,119 51 50,SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA,NOAA_HADS
11124500,SCCC1,DDF46578,LOX,CA,34.596667,-119.907778,34 35 48,119 54 28,SANTA CRUZ C NR SANTA YNEZ CA,NOAA_HADS
11125600,HCCC1,17B7506A,LOX,CA,34.582222,-119.981667,34 34 56,119 58 54,HILTON CYN C NR SANTA YNEZ CA,NOAA_HADS
11125605,HBBC1,DE5320F6,LOX,CA,34.583889,-119.985,34 35 02,119 59 06,HILTON CYN C 0.25 MI BL BRADBURY DAM NR SANTA YNEZ,NOAA_HADS
11126000,SYYC1,F001130E,LOX,CA,34.589167,-119.987778,34 35 21,119 59 16,SANTA YNEZ R NR SANTA YNEZ CA,NOAA_HADS
11126400,XSYC1,17372142,LOX,CA,34.590111,-120.025361,34 35 24.40,120 01 31.30,SANTA YNEZ R A HWY 154 NR SANTA YNEZ CA,NOAA_HADS
11128250,APDC1,1639AC4E,LOX,CA,34.618333,-120.119722,34 37 06,120 07 11,ALAMO PINTADO C NR SOLVANG CA,NOAA_HADS
11128300,ALIC1,1639C77A,LOX,CA,34.548889,-120.129167,34 32 56,120 07 45,ALISAL RES NR SOLVANG CA,NOAA_HADS
11128500,SVGC1,DE05C788,LOX,CA,34.585,-120.143611,34 35 06,120 08 37,SANTA YNEZ R A SOLVANG CA,NOAA_HADS
11129800,ZCCC1,DD72C2F6,LOX,CA,34.648611,-120.183333,34 38 55,120 11 00,ZACA C NR BUELLTON CA,NOAA_HADS
11132500,SLUC1,17444606,LOX,CA,34.588611,-120.4075,34 35 19,120 24 27,SALSIPUEDES C NR LOMPOC CA,NOAA_HADS
11133000,NRWC1,DE53061A,LOX,CA,34.636111,-120.423611,34 38 10,120 25 25,SANTA YNEZ R A NARROWS NR LOMPOC CA,NOAA_HADS
11134000,SYHC1,163A8DAC,LOX,CA,34.668333,-120.456944,34 40 06,120 27 25,SANTA YNEZ R A H ST NR LOMPOC CA,NOAA_HADS
11135800,SISC1,171BE42E,LOX,CA,34.743333,-120.27,34 44 36,120 16 12,SAN ANTONIO C A LOS ALAMOS CA,NOAA_HADS
11136040,OHCC1,DDF51FC0,LOX,CA,34.777778,-120.431667,34 46 40,120 25 54,HARRIS CANYON C NR ORCUTT CA,NOAA_HADS
11136045,OSAC1,DD7CD5E8,LOX,CA,34.766919,-120.43335,34 46 00.91,120 26 00.06,SAN ANTONIO C A SAN ANTONIO RD E NR ORCUTT CA,NOAA_HADS
11136100,NRCC1,16F04356,LOX,CA,34.782222,-120.529167,34 46 56,120 31 45,SAN ANTONIO C NR CASMALIA CA,NOAA_HADS
11136500,CVPC1,16F53206,LOX,CA,34.688042,-119.358733,34 41 16.95,119 21 31.44,CUYAMA R NR VENTUCOPA CA,NOAA_HADS
11136600,SCXC1,DD9DF474,LOX,CA,34.820833,-119.556389,34 49 15,119 33 23,SANTA BARBARA CYN C NR VENTUCOPA CA,NOAA_HADS
11136710,HGHC1,DDE4577C,SGX,CA,35.056111,-119.959547,35 03 22,119 57 34.37,CUYAMA R NR NEW CUYAMA CA,NOAA_HADS
11136800,CYBC1,1710B7FA,LOX,CA,35.021944,-120.2275,35 01 19,120 13 39,CUYAMA R BL BUCKHORN CYN NR SANTA MARIA CA,NOAA_HADS
11137900,HSAC1,163A9008,LOX,CA,35.077778,-120.370833,35 04 40,120 22 15,HUASNA R NR ARROYO GRANDE CA,NOAA_HADS
11138500,SSQC1,DE52E712,LOX,CA,34.839956,-120.167169,34 50 23.84,120 10 01.81,SISQUOC R NR SISQUOC CA,NOAA_HADS
11140000,GARC1,DDEC53DA,LOX,CA,34.893889,-120.305556,34 53 38,120 18 20,SISQUOC R NR GAREY,NOAA_HADS
11140585,SUYC1,DD34A402,LOX,CA,34.968333,-120.403056,34 58 06,120 24 11,SANTA MARIA R A SUEY CROSSING NR SANTA MARIA CA,NOAA_HADS
11141050,OCKC1,171464A8,LOX,CA,34.883611,-120.493889,34 53 01,120 29 38,ORCUTT C NR ORCUTT CA,NOAA_HADS
11141280,LZCC1,DDF450E2,LOX,CA,35.235556,-120.471389,35 14 08,120 28 17,LOPEZ C NR ARROYO GRANDE CA,NOAA_HADS
11143000,BSRC1,DDF4FEC8,MTR,CA,36.245833,-121.772222,36 14 45,121 46 20,BIG SUR R NR BIG SUR CA,NOAA_HADS
11143200,RDRC1,17CF3486,MTR,CA,36.474861,-121.728889,36 28 29.50,121 43 44,CARMEL R A ROBLES DEL RIO CA,NOAA_HADS
11143250,CMEC1,179480E2,MTR,CA,36.539167,-121.879444,36 32 21,121 52 46,CARMEL R NR CARMEL CA,NOAA_HADS
11147500,PRBC1,DD7D2796,LOX,CA,35.628611,-120.683333,35 37 43,120 41 00,SALINAS R A PASO ROBLES CA,NOAA_HADS
11148500,ESRC1,D100B174,LOX,CA,35.717222,-120.639167,35 43 02,120 38 21,ESTRELLA R NR ESTRELLA CA,NOAA_HADS
11148900,NBYC1,1734C5BE,LOX,CA,35.788611,-121.092778,35 47 19,121 05 34,NACIMIENTO R BL SAPAQUE C NR BRYSON CA,NOAA_HADS
11149300,NACC1,DDDDD144,MTR,CA,35.757822,-120.884542,35 45 28.16,120 53 04.35,NACIMIENTO RES NR BRADLEY CA,NOAA_HADS
11149400,NASC1,17B0525E,LOX,CA,35.761389,-120.854444,35 45 41,120 51 16,NACIMIENTO R BL NACIMIENTO DAM NR BRADLEY CA,NOAA_HADS
11149900,LWDC1,DD3D52DA,MTR,CA,35.896667,-121.087222,35 53 48,121 05 14,SAN ANTONIO R NR LOCKWOOD CA,NOAA_HADS
11150100,SNRC1,DE683658,MTR,CA,35.796817,-120.885781,35 47 48.54,120 53 08.81,SAN ANTONIO RES NR BRADLEY CA,NOAA_HADS
11150500,BRDC1,DD7D4270,MTR,CA,35.930278,-120.867778,35 55 49,120 52 04,SALINAS R NR BRADLEY CA,NOAA_HADS
11151300,KCYC1,1737E45C,MTR,CA,36.268056,-121.065278,36 16 05,121 03 55,SAN LORENZO C BL BITTERWATER C NR KING CITY CA,NOAA_HADS
11151540,PSOC1,DD0FF1A6,LOX,CA,36.203706,-121.142489,36 12 13.34,121 08 32.96,SALINAS R NR KING CITY CA,NOAA_HADS
11151700,SDDC1,17894104,MTR,CA,36.411111,-121.318333,36 24 40,121 19 06,SALINAS R A SOLEDAD CA,NOAA_HADS
11151870,ARRC1,D10444CA,MTR,CA,36.2375,-121.480556,36 14 15,121 28 50,ARROYO SECO NR GREENFIELD CA,NOAA_HADS
11152000,SOLC1,DDF4EDBE,MTR,CA,36.280556,-121.321667,36 16 50,121 19 18,ARROYO SECO NR SOLEDAD CA,NOAA_HADS
11152050,GRFC1,DDDE505E,MTR,CA,36.399722,-121.323056,36 23 59,121 19 23,ARROYO SECO BL RELIZ C NR SOLEDAD CA,NOAA_HADS
11152300,CHLC1,1790C6D2,MTR,CA,36.553611,-121.548333,36 33 13,121 32 54,SALINAS R NR CHUALAR CA,NOAA_HADS
11152500,SPRC1,17B04128,MTR,CA,36.631111,-121.671389,36 37 52,121 40 17,SALINAS R NR SPRECKELS CA,NOAA_HADS
11152650,RDSC1,17E26672,MTR,CA,36.705,-121.703889,36 42 18,121 42 14,RECLAMATION DITCH NR SALINAS CA,NOAA_HADS
11152900,CXBC1,DDF5C9A8,MTR,CA,37.05,-121.326389,37 03 00,121 19 35,CEDAR C NR BELL STATION CA,NOAA_HADS
11153000,PHOC1,D1046226,MTR,CA,36.98,-121.380278,36 58 48,121 22 49,PACHECO C NR DUNNEVILLE CA,NOAA_HADS
11153650,LLGC1,DD3F71C2,MTR,CA,36.9875,-121.526111,36 59 15,121 31 34,LLAGAS C NR GILROY,NOAA_HADS
11156500,PIIC1,1735F2DE,MTR,CA,36.609444,-121.201944,36 36 34,121 12 07,SAN BENITO R NR WILLOW CREEK SCHOOL CA,NOAA_HADS
11157500,TESC1,17346546,MTR,CA,36.765833,-121.298611,36 45 57,121 17 55,TRES PINOS C NR TRES PINOS CA,NOAA_HADS
11158600,HOSC1,DD7D120C,MTR,CA,36.81675,-121.392681,36 49 00.30,121 23 33.65,SAN BENITO R BL HOSPITAL RD BRIDGE NR HOLLISTER CA,NOAA_HADS
11159000,AROC1,DD7D649C,MTR,CA,36.900278,-121.596667,36 54 01,121 35 48,PAJARO R A CHITTENDEN CA,NOAA_HADS
11159200,CCFC1,17B08436,MTR,CA,36.939444,-121.769444,36 56 22,121 46 10,CORRALITOS C A FREEDOM CA,NOAA_HADS
11159490,WSXC1,16F54496,MTR,CA,36.918122,-121.733611,36 55 05.24,121 44 01.00,SALSIPUEDES C NR WATSONVILLE CA,NOAA_HADS
11159500,PAJC1,17E253E8,MTR,CA,36.905611,-121.751889,36 54 20.20,121 45 06.80,PAJARO R A WATSONVILLE CA,NOAA_HADS
11159690,XAPC1,DDF5DADE,MTR,CA,37.001667,-121.905,37 00 06,121 54 18,APTOS C NR APTOS CA,NOAA_HADS
11160000,SOQC1,DDF50CB6,MTR,CA,36.991389,-121.954722,36 59 29,121 57 17,SOQUEL C A SOQUEL CA,NOAA_HADS
11160500,BTEC1,DDF4D824,MTR,CA,37.044444,-122.071389,37 02 40,122 04 17,SAN LORENZO R A BIG TREES CA,NOAA_HADS
11161000,LRRC1,DD0B61FE,MTR,CA,36.990833,-122.030833,36 59 27,122 01 51,SAN LORENZO R A SANTA CRUZ CA,NOAA_HADS
11162500,PECC1,DD36C410,MTR,CA,37.260833,-122.327778,37 15 39,122 19 40,PESCADERO C NR PESCADERO CA,NOAA_HADS
11162540,BPXC1,DDFCD250,MTR,CA,37.233825,-122.367339,37 14 01.77,122 22 02.42,BUTANO C NR PESCADERO CA,NOAA_HADS
11162570,SXGC1,D10457BC,MTR,CA,37.325833,-122.385556,37 19 33,122 23 08,SAN GREGORIO C A SAN GREGORIO CA,NOAA_HADS
11162618,PILC1,170E3218,MTR,CA,37.548889,-122.421111,37 32 56,122 25 16,PILARCITOS LK NR HILLSBOROUGH CA,NOAA_HADS
111626182,XPSC1,DE931108,MTR,CA,37.547694,-122.420889,37 32 51.7,122 25 15.2,PILARCITOS C BL SPILLWAY NR HILLSBOROUGH CA,NOAA_HADS
11162619,SDXC1,DE931FDA,MTR,CA,37.528139,-122.400083,37 31 41.3,122 24 00.3,PILARCITOS C AB STONE DAM NR HILLSBOROUGH CA,NOAA_HADS
11162620,HMOC1,17B1D6B0,MTR,CA,37.524722,-122.398333,37 31 29,122 23 54,PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA,NOAA_HADS
11162630,HMNC1,17B067C4,MTR,CA,37.466667,-122.433056,37 28 00,122 25 59,PILARCITOS C A HALF MOON BAY CA,NOAA_HADS
11162730,XSAC1,DD738306,MTR,CA,37.602722,-122.428222,37 36 09.8,122 25 41.6,SAN ANDREAS LAKE A DAM NR MILLBRAE CA,NOAA_HADS
11162735,AJBC1,DE932492,MTR,CA,37.556972,-122.41825,37 33 25.1,122 25 05.7,SAN MATEO C AB JUNCTION BOX A DAM1 NR HILLSBOROUGH,NOAA_HADS
11162737,BJBC1,DE932A40,MTR,CA,37.555972,-122.417722,37 33 21.5,122 25 03.8,SAN MATEO C BL JUNCTION BOX A DAM1 NR HILLSBOROUGH,NOAA_HADS
11162750,CSRC1,DDF55218,MTR,CA,37.515278,-122.355833,37 30 55,122 21 21,LOWER CRYSTAL SPRINGS RES NR SAN MATEO CA,NOAA_HADS
11162753,MEDC1,DDEC6640,MTR,CA,37.529444,-122.358333,37 31 46,122 21 30,SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA,NOAA_HADS
11164500,SFCC1,DE9030EA,MTR,CA,37.423333,-122.188333,37 25 24,122 11 18,SAN FRANCISQUITO C A STANFORD UNIVERSITY CA,NOAA_HADS
11169025,GSJC1,DE90239C,MTR,CA,37.373889,-121.931944,37 22 26,121 55 55,GUADALUPE R ABV HWY 101 A SAN JOSE CA,NOAA_HADS
11169500,SOGC1,DDCCA2B0,MTR,CA,37.254444,-122.038333,37 15 16,122 02 18,SARATOGA C A SARATOGA CA,NOAA_HADS
11169800,NRGC1,DE902D4E,MTR,CA,37.077778,-121.493333,37 04 40,121 29 36,COYOTE C NR GILROY CA,NOAA_HADS
11169860,RCCC1,DE900BA2,MTR,CA,37.123056,-121.551667,37 07 23,121 33 06,COYOTE C BL COYOTE RES NR SAN MARTIN CA,NOAA_HADS
11170000,CYTC1,DDEBA16A,MTR,CA,37.168333,-121.648611,37 10 06,121 38 55,COYOTE C NR MADRONE CA,NOAA_HADS
11172175,CMIC1,173834A6,MTR,CA,37.422222,-121.926389,37 25 20,121 55 35,COYOTE C AB HWY 237 A MILPITAS CA,NOAA_HADS
11172945,MPTC1,DE901606,MTR,CA,37.4975,-121.7725,37 29 51,121 46 21,ALAMEDA C AB DIV DAM NR SUNOL CA,NOAA_HADS
11172955,ACBC1,DE9018D4,MTR,CA,37.498611,-121.779444,37 29 55,121 46 46,ALAMEDA C BL DIV DAM NR SUNOL CA,NOAA_HADS
11173200,AHOC1,170F901A,MTR,CA,37.461667,-121.768333,37 27 42,121 46 06,ARROYO HONDO NR SAN JOSE CA,NOAA_HADS
11173490,CVQC1,16F66574,MTR,CA,37.490306,-121.828778,37 29 25.1,121 49 43.6,CALAVERAS RESERVOIR NR SUNOL CA,NOAA_HADS
11173500,CAVC1,DDEC254A,MTR,CA,37.501944,-121.818333,37 30 07,121 49 06,CALAVERAS C NR SUNOL CA,NOAA_HADS
11173510,ACZC1,17D75258,MTR,CA,37.503611,-121.823611,37 30 13,121 49 25,ALAMEDA C BL CALAVERAS C NR SUNOL CA,NOAA_HADS
11173575,AWEC1,DD97A55A,MTR,CA,37.540556,-121.855278,37 32 26,121 51 19,ALAMEDA C BL WELCH C NR SUNOL CA,NOAA_HADS
11173800,ICSC1,16DB9778,MTR,CA,37.561111,-121.796944,37 33 40,121 47 49,INDIAN C NR SUNOL CA,NOAA_HADS
11173990,ANOC1,DDD54080,MTR,CA,37.569972,-121.848706,37 34 11.90,121 50 55.34,SAN ANTONIO RESERVOIR NR SUNOL CA,NOAA_HADS
11174000,ACSC1,17D7412E,MTR,CA,37.5775,-121.856667,37 34 39,121 51 24,SAN ANTONIO C NR SUNOL CA,NOAA_HADS
11174160,ASLC1,DDE58D3C,MTR,CA,37.583628,-121.885292,37 35 01.06,121 53 07.05,ALAMEDA C A SUNOL WATER TEMPLE A SUNOL CA,NOAA_HADS
11174600,ALQC1,DD734618,MTR,CA,37.694444,-121.919444,37 41 40,121 55 10,ALAMO CN NR PLEASANTON CA,NOAA_HADS
11176340,AYLC1,17E2C68A,MTR,CA,37.668306,-121.909417,37 40 05.9,121 54 33.9,ARROYO DE LA LAGUNA A CORTE MADRID NR PLEASANTON,NOAA_HADS
11176400,YLEC1,F003B602,MTR,CA,37.561389,-121.682778,37 33 41,121 40 58,ARROYO VALLE BL LANG CYN NR LIVERMORE CA,NOAA_HADS
11176500,LVKC1,F003C092,MTR,CA,37.623333,-121.757778,37 37 24,121 45 28,ARROYO VALLE NR LIVERMORE CA,NOAA_HADS
11176900,ADLC1,DD9951B6,MTR,CA,37.626667,-121.881944,37 37 36,121 52 55,ARROYO DE LA LAGUNA A VERONA CA,NOAA_HADS
11179000,NILC1,DD5916D8,MTR,CA,37.587222,-121.959722,37 35 14,121 57 35,ALAMEDA C NR NILES CA,NOAA_HADS
11179100,ALFC1,DD0A200E,MTR,CA,37.566667,-122.000556,37 34 00,122 00 02,ALAMEDA C NR FREMONT CA,NOAA_HADS
11180500,DYUC1,171CC0F6,MTR,CA,37.606111,-122.022778,37 36 22,122 01 22,DRY C A UNION CITY CA,NOAA_HADS
11180700,PUKC1,DD5905AE,MTR,CA,37.585833,-122.047222,37 35 09,122 02 50,ALAMEDA C FLOOD CHANNEL A UNION CITY CA,NOAA_HADS
11180825,LSCC1,DD1A2790,MTR,CA,37.695278,-122.043889,37 41 43,122 02 38,SAN LORENZO C AB DON CASTRO RES NR CASTRO V CA,NOAA_HADS
11180900,KCRC1,DD70977E,MTR,CA,37.705,-122.042778,37 42 18,122 02 34,CROW C NR HAYWARD CA,NOAA_HADS
11180960,CULC1,DD72620E,MTR,CA,37.717778,-122.053333,37 43 04,122 03 12,CULL C AB CULL C RES NR CASTRO VALLEY CA,NOAA_HADS
11181000,LRZC1,DDF5EF44,MTR,CA,37.685556,-122.063333,37 41 08,122 03 48,SAN LORENZO C A HAYWARD CA,NOAA_HADS
11181008,CVCC1,171553C8,MTR,CA,37.68,-122.079444,37 40 48,122 04 46,CASTRO VALLEY C A HAYWARD CA,NOAA_HADS
11181040,SLCC1,DE0B939C,MTR,CA,37.684167,-122.138889,37 41 03,122 08 20,SAN LORENZO C A SAN LORENZO CA,NOAA_HADS
11182500,RACC1,DD704116,MTR,CA,37.773056,-121.993611,37 46 23,121 59 37,SAN RAMON C A SAN RAMON CA,NOAA_HADS
11189500,SKRC1,163A9EDA,HNX,CA,35.7375,-118.172778,35 44 15,118 10 22,SF KERN R NR ONYX CA,NOAA_HADS
11194152,KEPC1,DE57C63E,HNX,CA,35.303536,-119.251647,35 18 12.73,119 15 05.93,KERN R A ENOS PARK FOOT BR NR BAKERSFIELD CA,NOAA_HADS
11200800,DKCC1,163AA592,HNX,CA,35.941667,-118.821944,35 56 30,118 49 19,DEER C NR FOUNTAIN SPRINGS CA,NOAA_HADS
11201095,DCPC1,172C0398,HNX,CA,36.003672,-118.964364,36 00 13.22,118 57 51.71,DEER C A ROAD 272 BRIDGE NR PORTERVILLE CA,NOAA_HADS
11203580,TLRC1,F0043222,HNX,CA,36.048333,-118.653333,36 02 54,118 39 12,SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA,NOAA_HADS
11204100,TVRC1,DDF0C0BA,HNX,CA,36.024167,-118.8125,36 01 27,118 48 45,SF TULE R NR RESERVATION BNDRY NR PORTERVILLE CA,NOAA_HADS
11206820,MBPC1,16411018,HNX,CA,36.611667,-118.701667,36 36 42,118 42 06,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,NOAA_HADS
11212260,CKHC1,DE58235E,HNX,CA,36.211,-119.568636,36 12 39.60,119 34 07.09,CROSS C A KANSAS AVE NR HANFORD CA,NOAA_HADS
11222975,NKLC1,DE583028,HNX,CA,36.374261,-119.887247,36 22 27.34,119 53 14.09,NF KINGS R A 24TH AVE BR NR LEMOORE CA,NOAA_HADS
11224000,SJWC1,DD54C3D6,HNX,CA,37.631944,-119.086389,37 37 55,119 05 11,MF SAN JOAQUIN R NR MAMMOTH LAKES CA,NOAA_HADS
11224500,LGCC1,1794336C,HNX,CA,36.214722,-120.469722,36 12 53,120 28 11,LOS GATOS C AB NUNEZ CYN NR COALINGA CA,NOAA_HADS
11251000,SJFC1,DDF0B62A,HNX,CA,36.984444,-119.723333,36 59 04,119 43 24,SAN JOAQUIN R BL FRIANT CA,NOAA_HADS
11253310,COLC1,163AB836,HNX,CA,36.402222,-120.4325,36 24 08,120 25 57,CANTUA C NR CANTUA CREEK CA,NOAA_HADS
11255575,PNEC1,163F11DC,HNX,CA,36.6525,-120.631111,36 39 09,120 37 52,PANOCHE C A I-5 NR SILVER CREEK CA,NOAA_HADS
11261100,SSHC1,DD681252,HNX,CA,37.247778,-120.851111,37 14 52,120 51 04,SALT SLOUGH A HWY 165 NR STEVINSON CA,NOAA_HADS
11261500,FRFC1,DD3A4398,HNX,CA,37.31,-120.93,37 18 36,120 55 48,SAN JOAQUIN R A FREMONT FORD BRIDGE CA,NOAA_HADS
11262900,MUEC1,DD6827C8,HNX,CA,37.2625,-120.905556,37 15 45,120 54 20,MUD SLOUGH NR GUSTINE CA,NOAA_HADS
11264500,HPIC1,17B5C0FC,HNX,CA,37.731389,-119.558056,37 43 53,119 33 29,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,NOAA_HADS
11266500,POHC1,1790662A,HNX,CA,37.716278,-119.665667,37 42 58.60,119 39 56.40,MERCED R A POHONO BRIDGE NR YOSEMITE CA,NOAA_HADS
11273400,SJDC1,DE02C5BC,HNX,CA,37.347278,-120.975139,37 20 50.2,120 58 30.5,SAN JOAQUIN R AB MERCED R NR NEWMAN CA,NOAA_HADS
11274000,NWMC1,DDE38320,HNX,CA,37.350556,-120.976111,37 21 02,120 58 34,SAN JOAQUIN R NR NEWMAN CA,NOAA_HADS
11274500,OREC1,DE009034,STO,CA,37.315556,-121.124167,37 18 56,121 07 27,ORESTIMBA C NR NEWMAN CA,NOAA_HADS
11274550,CRDC1,DD68422E,STO,CA,37.432189,-121.013344,37 25 55.88,121 00 48.04,SAN JOAQUIN R NR CROWS LANDING CA,NOAA_HADS
11274630,PTTC1,DE02A05A,STO,CA,37.486667,-121.208056,37 29 12,121 12 29,DEL PUERTO C NR PATTERSON CA,NOAA_HADS
11274790,TGCC1,DE53F69E,HNX,CA,37.916667,-119.658889,37 55 00,119 39 32,TUOLUMNE R A GRAND CYN OF TUOLUMNE AB HETCH HETCHY,NOAA_HADS
11275500,HETC1,DD7555A0,STO,CA,37.947778,-119.786944,37 56 52,119 47 13,HETCH HETCHY RES A HETCH HETCHY CA,NOAA_HADS
11276500,HEHC1,DE54042E,STO,CA,37.9375,-119.797222,37 56 15,119 47 50,TUOLUMNE R NR HETCH HETCHY CA,NOAA_HADS
11276600,TEIC1,DE9435D0,STO,CA,37.879444,-119.946111,37 52 46,119 56 46,TUOLUMNE R AB EARLY INTAKE NR MATHER CA,NOAA_HADS
11276900,EIMC1,DE944340,STO,CA,37.881667,-119.969167,37 52 54,119 58 09,TUOLUMNE R BL EARLY INTAKE NR MATHER CA,NOAA_HADS
11277200,CHVC1,1639A29C,STO,CA,37.975833,-119.913056,37 58 33,119 54 47,CHERRY LK NR HETCH HETCHY CA,NOAA_HADS
11277300,CVDC1,DE541758,HNX,CA,37.967778,-119.916389,37 58 04,119 54 59,CHERRY C BL VALLEY DAM NR HETCH HETCHY CA,NOAA_HADS
11277500,LNRC1,DDD6B70A,STO,CA,37.974167,-119.88,37 58 27,119 52 48,LK ELEANOR NR HETCH HETCHY CA,NOAA_HADS
11278000,EHHC1,DE5422C2,STO,CA,37.969167,-119.881111,37 58 09,119 52 52,ELEANOR C NR HETCH HETCHY CA,NOAA_HADS
11278300,CEIC1,DE91EAAA,STO,CA,37.894444,-119.961667,37 53 40,119 57 42,CHERRY C NR EARLY INTAKE CA,NOAA_HADS
11278400,CKMC1,DDE4A92A,STO,CA,37.890278,-119.968889,37 53 25,119 58 08,CHERRY C BL DION R HOLM PH NR MATHER CA,NOAA_HADS
11284400,BCWC1,DDF0A55C,STO,CA,37.841944,-120.183889,37 50 31,120 11 02,BIG C AB WHITES GULCH NR GROVELAND CA,NOAA_HADS
11287500,NDPC1,DE53800E,STO,CA,37.701667,-120.421111,37 42 06,120 25 16,DON PEDRO RES NR LA GRANGE CA,NOAA_HADS
11289000,MECC1,DE5431B4,STO,CA,37.6725,-120.473889,37 40 21,120 28 26,MODESTO CN NR LA GRANGE CA,NOAA_HADS
11289500,TUCC1,DE544724,STO,CA,37.665833,-120.44,37 39 57,120 26 24,TURLOCK CN NR LA GRANGE CA,NOAA_HADS
11289650,LNGC1,DE545452,STO,CA,37.666389,-120.441111,37 39 59,120 26 28,TUOLUMNE R BL LAGRANGE DAM NR LAGRANGE CA,NOAA_HADS
11289850,DRYC1,DE5472BE,STO,CA,37.711442,-120.609803,37 42 41.19,120 36 35.29,DRY C A CRABTREE RD NR LA GRANGE CA,NOAA_HADS
11290000,MDSC1,DE5461C8,STO,CA,37.627222,-120.983333,37 37 38,120 59 00,TUOLUMNE R A MODESTO CA,NOAA_HADS
11292600,DLLC1,DD72928A,STO,CA,38.329444,-119.960278,38 19 46,119 57 37,DONNELL LK NR DARDANELLE CA,NOAA_HADS
11292800,BESC1,DD723272,STO,CA,38.204722,-120.075278,38 12 17,120 04 31,BEARDSLEY LAKE NEAR STRAWBERRY CA,NOAA_HADS
11299600,BCCC1,DDFAA40E,STO,CA,37.961111,-120.614167,37 57 40,120 36 51,BLACK C NR COPPEROPOLIS CA,NOAA_HADS
11299995,TUKC1,16D012C4,STO,CA,37.876111,-120.603333,37 52 34,120 36 12,TULLOCH RES NR KNIGHTS FERRY CA,NOAA_HADS
11299997,TKFC1,D1025772,STO,CA,37.876111,-120.604167,37 52 34,120 36 15,STANISLAUS R BL TULLOCH PP NR KNIGHTS FERRY CA,NOAA_HADS
11302000,GWKC1,1731E492,STO,CA,37.851667,-120.636944,37 51 06,120 38 13,STANISLAUS R BL GOODWIN DAM NR KNIGHTS FERRY CA,NOAA_HADS
11302500,OKDC1,DE35A41E,STO,CA,37.777222,-120.851944,37 46 38,120 51 07,STANISLAUS R A OAKDALE CA,NOAA_HADS
11303000,RIPC1,169505AE,STO,CA,37.729722,-121.109444,37 43 47,121 06 34,STANISLAUS R A RIPON CA,NOAA_HADS
11303500,VNSC1,DDE5B674,STO,CA,37.676111,-121.265278,37 40 34,121 15 55,SAN JOAQUIN R NR VERNALIS CA,NOAA_HADS
11335000,MHBC1,16E9D7F6,STO,CA,38.500278,-121.044167,38 30 01,121 02 39,COSUMNES R A MICHIGAN BAR CA,NOAA_HADS
11336585,LCWC1,DE086416,STO,CA,38.423333,-121.352222,38 25 24,121 21 08,LAGUNA C NR ELK GROVE CA,NOAA_HADS
11342000,DLTC1,DDF11428,STO,CA,40.939722,-122.416111,40 56 23,122 24 58,SACRAMENTO R A DELTA CA,NOAA_HADS
11345500,PLYC1,DDE1C5DE,MFR,CA,41.230833,-120.436111,41 13 51,120 26 10,SF PIT R NR LIKELY CA,NOAA_HADS
11348500,CNBC1,DDF83498,MFR,CA,41.406111,-120.926667,41 24 22,120 55 36,PIT R NR CANBY CA,NOAA_HADS
11355010,PTRC1,DD78C3A4,STO,CA,40.983333,-121.510833,40 59 00,121 30 39,PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,NOAA_HADS
11355500,HCUC1,162EA9E4,STO,CA,40.689111,-121.422806,40 41 20.8,121 25 22.1,HAT C NR HAT CREEK CA,NOAA_HADS
11372000,RDGC1,F00530D8,STO,CA,40.513333,-122.523056,40 30 48,122 31 23,CLEAR C NR IGO CA,NOAA_HADS
11374000,CWCC1,DDF42672,STO,CA,40.505,-122.231944,40 30 18,122 13 55,COW C NR MILLVILLE CA,NOAA_HADS
11376000,CWAC1,DDC787F4,STO,CA,40.387222,-122.2375,40 23 14,122 14 15,COTTONWOOD C NR COTTONWOOD CA,NOAA_HADS
11376550,COTC1,DDF43504,STO,CA,40.398333,-122.145278,40 23 54,122 08 43,BATTLE C BL COLEMAN FISH HATCHERY NR COTTONWOOD CA,NOAA_HADS
11377100,BDBC1,DDFA82E2,STO,CA,40.288611,-122.185556,40 17 19,122 11 08,SACRAMENTO R AB BEND BRIDGE NR RED BLUFF CA,NOAA_HADS
